Start_Time,End_Time,Duration,Area,x_RRmax,y_RRmax,BDL_RRmax,LKS_RRmax,RRmax,RRmean,V3_RRmax,V3_MIN,V3_AVG,V3_MAX,V4_RRmax,V4_MIN,V4_AVG,V4_MAX
201806091450,201806091550,1,11,716,616,Brandenburg,Oberspreewald-Lausitz,44.3,29.6,2,2,2.3,3,4,4,5.9,7
201806091450,201806091550,1,11,723,623,Brandenburg,Oberspreewald-Lausitz,31.5,25.5,1,0,1.4,3,3,1,4.1,7
201806091450,201806091550,1,33,751,646,Brandenburg,Spree-Neiße,35.4,27.7,12,3,5.6,13,27,7,13.2,27
201806091350,201806091550,2,10,740,633,Brandenburg,Oberspreewald-Lausitz,45.2,33.3,2,1,1.7,2,6,3,5.2,7
201806091350,201806091550,2,27,767,640,Brandenburg,Spree-Neiße,45.6,33.7,4,1,3.9,9,10,4,9.2,20
201806091550,201806091650,1,22,710,638,Brandenburg,Elbe-Elster,48.1,31.1,1,0,0.9,2,4,2,3.6,5
201806091450,201806091650,2,13,731,645,Brandenburg,Oberspreewald-Lausitz,46.3,37.1,5,1,5.0,10,12,4,12.1,21
201806091350,201806091650,3,49,750,625,Brandenburg,Spree-Neiße,78.9,44.0,14,1,7.6,16,33,3,18.3,37
201806101150,201806101250,1,13,723,781,Brandenburg,Barnim,43.2,30.1,10,4,8.3,12,21,10,17.3,24
201806101150,201806101250,1,10,593,783,Brandenburg,Prignitz,36.0,26.4,3,3,3.6,5,8,7,8.9,11
201806101050,201806101250,2,10,785,639,Brandenburg,Spree-Neiße,36.6,32.1,13,12,13.2,14,25,20,22.7,25
201806101050,201806101250,2,30,702,778,Brandenburg,Barnim,46.7,35.8,6,3,5.9,9,14,8,13.5,19
201806101250,201806101350,1,62,761,639,Brandenburg,Spree-Neiße,63.5,34.5,17,10,19.8,44,21,14,25.0,53
201806101050,201806101350,3,25,772,639,Brandenburg,Spree-Neiße,61.7,40.1,24,17,22.9,40,32,22,30.5,49
201806100950,201806101350,4,32,675,772,Brandenburg,Oberhavel,47.0,35.7,2,2,4.1,8,6,5,9.5,18
201806101250,201806101450,2,59,765,677,Brandenburg,Spree-Neiße,63.6,40.5,7,5,7.6,11,15,11,16.2,22
201806101250,201806101450,2,20,687,708,Brandenburg,Teltow-Fläming,32.4,27.0,4,2,4.0,5,9,4,8.9,12
201806101050,201806101450,4,179,662,795,Brandenburg,Oberhavel,97.9,40.8,5,0,2.6,6,11,0,6.6,14
201806101450,201806101550,1,14,705,701,Brandenburg,Dahme-Spreewald,35.5,26.1,4,2,3.5,6,9,6,8.9,15
201806101150,201806101550,4,13,700,699,Brandenburg,Dahme-Spreewald,42.2,37.3,4,2,3.7,6,10,6,8.6,12
201806101450,201806101650,2,23,748,661,Brandenburg,Spree-Neiße,44.4,33.2,6,4,6.0,10,13,8,12.2,17
201806101350,201806101650,3,214,768,691,Brandenburg,Oder-Spree,77.1,43.7,11,5,8.5,17,24,11,18.2,37
201806101550,201806101750,2,34,737,649,Brandenburg,Oberspreewald-Lausitz,45.2,34.3,13,7,11.6,19,23,14,20.8,29
201806101450,201806101750,3,43,736,667,Brandenburg,Dahme-Spreewald,44.4,35.4,2,2,5.6,12,6,6,12.2,25
201807111450,201807111550,1,23,664,741,Brandenburg,Havelland,40.7,29.9,6,5,6.2,7,8,7,8.2,9
201807111650,201807112050,4,12,621,762,Brandenburg,Ostprignitz-Ruppin,58.6,43.0,8,8,8.8,10,9,9,10.7,12
201807112050,201807120850,12,124,670,726,Berlin,Berlin,51.9,46.5,0,0,1.0,8,1,0,1.8,9
201807111550,201807120950,18,60,662,686,Brandenburg,Teltow-Fläming,71.1,54.9,0,0,0.0,1,1,0,0.9,2
201807111450,201807121450,24,285,681,711,Brandenburg,Teltow-Fläming,101.9,60.8,0,0,0.0,1,1,0,0.4,2
201807101850,201807121850,48,5258,696,750,Brandenburg,Barnim,129.3,77.5,0,0,0.0,2,1,0,0.9,3
201807131550,201807131650,1,21,710,811,Brandenburg,Uckermark,40.2,27.4,30,24,34.9,46,38,31,44.1,57
201807131550,201807131750,2,14,716,756,Brandenburg,Märkisch-Oderland,38.3,31.9,43,38,42.4,46,53,47,52.6,57
201807131450,201807131750,3,74,639,770,Brandenburg,Ostprignitz-Ruppin,49.2,36.9,19,15,18.9,23,25,20,24.4,29
201807131650,201807131850,2,11,631,749,Brandenburg,Havelland,34.7,29.9,14,12,13.0,14,17,15,16.5,18
201807131650,201807131850,2,10,624,752,Brandenburg,Havelland,43.6,35.4,13,11,12.6,14,17,15,16.3,18
201807131650,201807131850,2,9,587,817,Brandenburg,Prignitz,31.2,27.3,11,10,11.9,14,17,14,17.2,20
201807131650,201807131950,3,33,594,803,Brandenburg,Prignitz,45.5,35.1,7,6,7.5,9,10,9,11.1,13
201807221250,201807221350,1,9,579,806,Brandenburg,Prignitz,28.8,26.1,1,1,1.2,2,4,4,4.3,6
201807271250,201807271350,1,155,764,645,Brandenburg,Spree-Neiße,127.9,45.6,2,1,2.5,5,10,7,10.1,14
201807281650,201807281750,1,10,724,656,Brandenburg,Oberspreewald-Lausitz,45.1,31.3,1,0,0.8,1,6,5,5.7,6
201807281650,201807281750,1,9,693,675,Brandenburg,Teltow-Fläming,28.1,25.4,1,1,1.7,4,7,7,8.0,11
201807281750,201807281850,1,35,757,665,Brandenburg,Spree-Neiße,35.2,28.5,1,1,1.3,2,7,6,8.7,12
201807281750,201807281850,1,18,735,679,Brandenburg,Dahme-Spreewald,44.0,30.9,2,1,1.8,3,6,5,6.9,8
201807281750,201807281850,1,15,644,772,Brandenburg,Ostprignitz-Ruppin,27.2,24.7,3,2,3.1,5,16,12,14.6,17
201807281750,201807281950,2,27,762,685,Brandenburg,Oder-Spree,47.5,34.5,1,1,1.5,3,12,10,12.1,16
201808020050,201808020150,1,16,639,761,Brandenburg,Ostprignitz-Ruppin,32.5,25.9,8,7,8.7,10,14,14,15.8,18
201808041150,201808041250,1,10,738,637,Brandenburg,Oberspreewald-Lausitz,26.4,23.4,0,0,0.1,1,5,4,5.0,6
201808041350,201808041450,1,13,723,638,Brandenburg,Oberspreewald-Lausitz,31.9,25.9,0,0,0.1,1,4,3,3.8,5
201808050250,201808050350,1,9,699,645,Brandenburg,Dahme-Spreewald,31.4,24.0,0,0,0.0,0,3,3,3.0,3
201808091850,201808091950,1,151,608,785,Brandenburg,Prignitz,34.0,26.2,4,3,4.5,7,13,11,14.1,21
201808091750,201808091950,2,26,598,784,Brandenburg,Prignitz,29.7,28.2,3,2,3.2,4,11,10,11.5,13
201808091850,201808092050,2,33,605,809,Brandenburg,Ostprignitz-Ruppin,31.3,27.2,3,2,2.5,3,11,9,10.1,12
201808172150,201808180050,3,18,714,607,Brandenburg,Oberspreewald-Lausitz,41.4,32.0,1,1,1.1,2,3,3,3.9,6
201808172250,201808180250,4,43,703,648,Brandenburg,Dahme-Spreewald,40.2,34.5,1,0,1.3,3,5,2,6.0,11
201809231350,201809231750,4,52,771,645,Brandenburg,Spree-Neiße,33.4,30.8,3,1,2.0,3,5,2,3.9,5
201905201150,201905201350,2,13,774,678,Brandenburg,Spree-Neiße,40.1,32.8,6,6,6.1,7,11,10,11.0,12
201905201350,201905201450,1,11,715,705,Brandenburg,Dahme-Spreewald,31.7,25.1,15,12,14.7,18,20,17,19.9,23
201905201450,201905201550,1,58,685,707,Brandenburg,Teltow-Fläming,26.3,22.7,6,5,6.2,7,10,8,9.8,11
201905201450,201905201550,1,22,689,726,Berlin,Berlin,35.7,26.1,7,6,8.1,11,10,9,11.6,14
201905201450,201905201550,1,22,708,766,Brandenburg,Barnim,41.8,28.1,10,4,7.1,15,14,8,11.0,20
201905201350,201905201550,2,9,713,767,Brandenburg,Barnim,33.2,29.3,17,12,15.7,19,22,17,20.7,24
201905201450,201905201650,2,10,697,787,Brandenburg,Barnim,31.3,29.4,3,3,3.0,3,5,5,5.6,6
201905201450,201905201650,2,195,705,792,Brandenburg,Barnim,44.5,29.5,4,2,4.3,7,7,5,7.6,11
201905211450,201905211550,1,10,661,747,Brandenburg,Oberhavel,36.4,26.9,10,8,10.4,14,14,12,14.2,18
201905211850,201905211950,1,20,692,777,Brandenburg,Barnim,47.7,28.0,6,6,7.6,10,9,9,10.8,13
201905211750,201905211950,2,18,703,773,Brandenburg,Barnim,40.4,32.3,16,15,17.6,29,22,21,23.2,35
201905211650,201905211950,3,55,638,756,Brandenburg,Ostprignitz-Ruppin,64.8,42.0,6,5,5.9,7,9,8,9.5,11
201905211850,201905212050,2,174,680,790,Brandenburg,Oberhavel,52.3,30.7,17,6,11.8,23,21,8,15.3,28
201906061050,201906061150,1,16,652,704,Brandenburg,Potsdam-Mittelmark,32.1,25.0,1,0,0.6,1,5,4,4.4,5
201906061050,201906061150,1,36,642,732,Brandenburg,Havelland,33.8,24.9,1,0,0.8,1,4,3,3.6,5
201906061150,201906061250,1,12,664,724,Berlin,Berlin,30.0,24.8,1,1,1.4,2,5,5,5.2,6
201906061150,201906061250,1,113,652,746,Brandenburg,Havelland,48.7,29.9,1,0,1.5,3,4,1,4.3,7
201906061150,201906061250,1,107,644,799,Brandenburg,Ostprignitz-Ruppin,49.5,33.3,0,0,0.6,3,3,2,3.0,6
201906061050,201906061250,2,12,654,689,Brandenburg,Potsdam-Mittelmark,36.9,29.9,0,0,0.0,0,4,4,4.0,4
201906061250,201906061350,1,9,718,659,Brandenburg,Oberspreewald-Lausitz,33.8,28.8,1,0,0.3,1,4,3,3.8,4
201906061250,201906061350,1,21,703,665,Brandenburg,Dahme-Spreewald,29.6,24.7,0,0,0.0,0,3,2,2.8,4
201906061250,201906061350,1,13,699,699,Brandenburg,Dahme-Spreewald,39.1,29.6,1,1,1.0,1,5,5,5.2,6
201906061250,201906061350,1,9,679,736,Berlin,Berlin,33.8,26.4,3,1,1.6,3,8,5,5.7,8
201906061250,201906061350,1,12,673,750,Brandenburg,Oberhavel,38.1,25.9,3,2,2.4,3,7,5,6.6,7
201906061250,201906061350,1,15,692,781,Brandenburg,Barnim,26.7,23.9,3,2,3.8,5,8,7,9.2,12
201906061150,201906061350,2,27,712,654,Brandenburg,Dahme-Spreewald,45.4,32.9,0,0,0.6,1,4,3,3.8,4
201906061150,201906061350,2,108,683,690,Brandenburg,Teltow-Fläming,59.9,36.0,0,0,0.0,0,4,3,3.5,4
201906061150,201906061350,2,21,669,705,Brandenburg,Teltow-Fläming,36.6,29.8,1,0,0.9,1,4,3,4.1,5
201906061350,201906061450,1,19,716,632,Brandenburg,Elbe-Elster,32.2,26.2,1,0,0.9,1,5,4,4.5,6
201906061250,201906061450,2,21,714,640,Brandenburg,Elbe-Elster,38.1,30.8,0,0,0.0,0,3,2,2.6,3
201906061250,201906061450,2,21,733,692,Brandenburg,Oder-Spree,38.1,31.8,2,2,2.5,3,9,9,10.0,11
201906061450,201906061550,1,56,715,834,Brandenburg,Uckermark,45.6,31.3,1,0,1.3,3,6,4,7.0,11
201906061350,201906061550,2,11,752,671,Brandenburg,Dahme-Spreewald,34.5,29.3,2,2,2.0,2,8,7,7.2,8
201906061350,201906061550,2,11,724,724,Brandenburg,Oder-Spree,34.7,30.2,1,1,1.3,2,6,6,6.7,8
201906061250,201906061550,3,34,744,675,Brandenburg,Dahme-Spreewald,60.5,41.4,2,1,1.6,2,9,7,8.1,9
201906061550,201906061650,1,32,718,619,Brandenburg,Oberspreewald-Lausitz,31.9,24.3,0,0,0.8,1,4,3,4.1,5
201906061250,201906061650,4,30,701,617,Brandenburg,Elbe-Elster,41.6,35.7,0,0,0.2,1,4,4,4.0,4
201906061250,201906062150,9,252,712,745,Brandenburg,Märkisch-Oderland,56.8,43.7,1,1,2.0,6,6,4,7.0,14
201906061250,201906062150,9,517,706,808,Brandenburg,Uckermark,81.9,52.4,1,0,3.7,8,5,4,9.4,17
201906062050,201906062250,2,13,733,797,Brandenburg,Uckermark,37.2,31.1,0,0,0.2,1,3,3,3.7,5
201906102050,201906102150,1,61,705,606,Brandenburg,Elbe-Elster,33.0,25.1,7,3,6.0,10,12,6,10.6,16
201906102150,201906102250,1,27,697,690,Brandenburg,Dahme-Spreewald,29.1,25.2,4,3,4.4,7,8,7,8.4,11
201906102050,201906102250,2,112,722,616,Brandenburg,Oberspreewald-Lausitz,49.5,30.9,8,5,11.5,19,14,9,18.2,28
201906102150,201906102350,2,15,730,639,Brandenburg,Oberspreewald-Lausitz,29.4,27.2,7,4,7.4,10,13,9,13.5,17
201906111750,201906111950,2,156,630,671,Brandenburg,Potsdam-Mittelmark,53.1,35.5,4,2,4.0,7,6,4,6.3,10
201906111850,201906112250,4,3210,668,671,Brandenburg,Teltow-Fläming,96.5,45.4,7,2,9.7,37,10,4,13.7,54
201906112150,201906120050,3,677,690,748,Brandenburg,Barnim,64.3,36.0,13,5,11.4,23,22,9,18.7,36
201906112150,201906120050,3,13,685,776,Brandenburg,Barnim,34.8,29.4,7,7,7.4,8,12,11,12.2,13
201906111850,201906120050,6,48,647,752,Brandenburg,Havelland,49.6,41.8,12,5,13.3,21,20,8,21.3,33
201906112150,201906120150,4,18,684,782,Brandenburg,Barnim,35.9,32.1,9,8,10.1,12,16,14,17.9,22
201906111950,201906120150,6,34,637,732,Brandenburg,Havelland,36.1,34.2,3,1,2.9,8,7,4,5.9,14
201906121550,201906121650,1,223,634,761,Brandenburg,Ostprignitz-Ruppin,54.0,34.8,22,14,21.6,34,29,17,27.5,45
201906121450,201906121650,2,149,600,744,Brandenburg,Havelland,43.5,32.7,9,6,8.7,11,13,8,12.9,17
201906121450,201906121750,3,17,602,774,Brandenburg,Ostprignitz-Ruppin,35.1,32.9,16,15,16.0,17,20,18,20.0,21
201906112050,201906122050,24,98,609,787,Brandenburg,Prignitz,62.2,53.5,4,4,5.1,7,7,6,7.8,10
201906151350,201906151450,1,26,646,790,Brandenburg,Ostprignitz-Ruppin,41.1,26.2,31,21,27.6,33,51,37,46.2,54
201906151350,201906151450,1,37,656,806,Brandenburg,Oberhavel,37.6,24.1,31,25,29.3,35,47,37,43.9,52
201906151450,201906151550,1,9,697,798,Brandenburg,Uckermark,22.8,20.9,17,15,18.0,20,35,30,34.3,36
201906191250,201906191350,1,12,780,630,Brandenburg,Spree-Neiße,44.4,34.5,5,4,5.3,8,13,10,13.0,17
201906191450,201906191650,2,30,676,654,Brandenburg,Teltow-Fläming,47.0,33.6,16,8,13.2,17,32,18,27.6,34
201906191650,201906191750,1,24,700,705,Brandenburg,Dahme-Spreewald,42.8,30.1,7,6,6.9,10,20,16,18.6,24
201906201450,201906201550,1,17,731,701,Brandenburg,Oder-Spree,38.0,28.1,4,3,3.8,4,11,9,10.6,12
201906202350,201906210050,1,28,647,791,Brandenburg,Ostprignitz-Ruppin,29.5,24.6,21,12,16.9,21,44,27,36.6,44
201906202350,201906210050,1,12,660,798,Brandenburg,Oberhavel,24.5,21.1,11,9,11.3,14,25,21,24.8,31
201906202350,201906210050,1,9,668,809,Brandenburg,Oberhavel,22.8,21.4,8,7,7.9,9,18,17,18.9,21
201906202250,201906210050,2,65,632,796,Brandenburg,Ostprignitz-Ruppin,39.5,32.0,12,10,12.1,16,24,21,25.5,33
201906210050,201906210150,1,149,695,806,Brandenburg,Uckermark,35.4,24.1,8,5,8.4,14,21,16,21.0,31
201906210050,201906210150,1,140,687,818,Brandenburg,Uckermark,50.1,28.9,7,5,6.7,10,18,13,17.3,24
201906210050,201906210250,2,9,712,827,Brandenburg,Uckermark,37.9,33.5,13,8,13.3,18,26,18,27.6,34
201907120150,201907120750,6,109,700,673,Brandenburg,Dahme-Spreewald,66.2,45.2,2,1,2.1,3,5,4,5.5,7
201907121350,201907121450,1,9,604,792,Brandenburg,Ostprignitz-Ruppin,32.0,26.9,3,3,3.0,3,11,10,10.3,11
201907121250,201907121450,2,9,596,805,Brandenburg,Prignitz,33.5,28.8,3,3,4.0,5,8,7,8.7,10
201907121450,201907121550,1,10,646,712,Brandenburg,Potsdam-Mittelmark,23.4,21.7,5,3,4.2,5,9,7,7.8,9
201907131250,201907131350,1,9,701,634,Brandenburg,Elbe-Elster,29.6,25.1,5,5,6.2,7,8,8,9.1,10
201907131450,201907131550,1,12,638,737,Brandenburg,Havelland,26.5,23.7,10,8,10.7,13,14,11,13.9,17
201907131350,201907131650,3,34,669,665,Brandenburg,Teltow-Fläming,36.6,32.2,6,4,6.6,10,9,7,10.9,14
201907131350,201907131650,3,36,650,703,Brandenburg,Potsdam-Mittelmark,44.7,32.5,9,4,7.1,10,13,8,10.8,15
201907131450,201907131750,3,14,684,620,Brandenburg,Elbe-Elster,40.9,35.0,3,3,3.3,4,4,4,4.6,5
201907131350,201907131750,4,20,667,670,Brandenburg,Teltow-Fläming,45.4,39.1,8,4,7.2,9,13,8,11.3,13
201907131750,201907131850,1,39,656,730,Brandenburg,Havelland,35.0,26.6,3,3,4.0,7,5,5,6.5,10
201907141450,201907141650,2,120,742,718,Brandenburg,Oder-Spree,72.0,40.0,9,7,13.5,24,14,12,19.2,31
201907141050,201907141950,9,38,754,754,Brandenburg,Märkisch-Oderland,56.3,41.8,13,10,13.3,17,18,14,18.3,24
201907291250,201907291350,1,60,688,636,Brandenburg,Elbe-Elster,160.5,63.1,1,1,1.4,2,7,5,7.4,11
201907291250,201907291350,1,12,687,647,Brandenburg,Elbe-Elster,41.6,27.8,2,2,2.8,3,9,8,10.5,12
201907291250,201907291350,1,15,676,663,Brandenburg,Teltow-Fläming,43.0,30.2,2,2,2.0,2,10,8,9.9,12
201907291250,201907291350,1,13,716,839,Brandenburg,Uckermark,34.4,28.2,1,1,1.0,1,3,3,3.4,4
201907291150,201907291350,2,65,652,667,Brandenburg,Teltow-Fläming,45.9,32.7,2,1,3.0,5,9,7,10.3,13
201907291350,201907291450,1,15,618,764,Brandenburg,Ostprignitz-Ruppin,37.5,30.9,3,3,3.1,4,12,11,11.8,12
201907291450,201907291550,1,24,681,738,Berlin,Berlin,39.8,31.8,2,1,2.0,2,7,6,7.0,8
201907291450,201907291550,1,14,666,743,Brandenburg,Oberhavel,37.1,27.5,3,3,3.5,4,12,10,12.9,15
201907291350,201907291550,2,132,635,695,Brandenburg,Potsdam-Mittelmark,71.6,40.5,2,2,3.1,5,8,7,10.5,17
201907291350,201907291550,2,38,634,729,Brandenburg,Potsdam-Mittelmark,43.4,32.1,3,2,3.0,4,12,10,12.1,14
201907291550,201907291650,1,10,621,720,Brandenburg,Brandenburg an der Havel,32.5,26.0,3,2,2.8,3,12,11,12.1,13
201907291550,201907291650,1,37,704,742,Brandenburg,Märkisch-Oderland,38.1,26.6,1,1,1.8,2,6,6,6.8,8
201907291550,201907291650,1,10,688,749,Brandenburg,Barnim,25.7,23.9,3,2,2.8,3,11,8,10.5,12
201907291450,201907291650,2,33,626,710,Brandenburg,Brandenburg an der Havel,44.6,32.5,2,2,2.5,3,10,9,10.5,12
201907291350,201907291650,3,62,621,738,Brandenburg,Havelland,53.5,38.5,3,2,2.8,3,12,10,11.4,13
201907291350,201907291650,3,51,610,766,Brandenburg,Ostprignitz-Ruppin,55.3,40.2,2,2,2.5,3,9,8,9.9,12
201907291550,201907291750,2,31,734,736,Brandenburg,Märkisch-Oderland,48.6,33.1,2,2,2.1,3,10,9,10.2,12
201907291550,201907291750,2,271,608,741,Brandenburg,Havelland,86.2,39.4,2,1,2.5,3,7,7,10.1,14
201907311050,201907311150,1,11,769,635,Brandenburg,Spree-Neiße,32.5,25.3,4,2,3.9,8,10,7,9.6,15
201907311450,201907311550,1,29,615,683,Brandenburg,Potsdam-Mittelmark,32.4,26.4,2,1,1.6,2,7,6,7.7,10
201907311550,201907311650,1,40,628,687,Brandenburg,Potsdam-Mittelmark,37.3,28.0,2,1,1.4,2,8,6,7.7,10
201907311450,201907311650,2,28,641,729,Brandenburg,Havelland,40.3,30.7,7,4,6.4,10,19,14,17.6,21
201907311750,201907311850,1,61,693,749,Brandenburg,Barnim,41.5,27.9,10,2,7.5,19,17,7,13.9,31
201907311750,201907311850,1,11,684,742,Berlin,Berlin,32.0,25.9,12,8,11.2,15,19,14,18.3,24
201907311650,201907311850,2,15,677,736,Berlin,Berlin,34.6,30.6,13,6,12.5,18,20,12,20.5,27
201907311950,201907312050,1,24,559,793,Brandenburg,Prignitz,27.7,22.5,4,4,4.3,6,11,10,10.7,13
201907311850,201907312050,2,64,638,786,Brandenburg,Ostprignitz-Ruppin,43.1,33.2,5,3,4.9,11,12,8,11.3,20
201907312050,201907312150,1,27,585,792,Brandenburg,Prignitz,29.4,24.1,2,2,2.1,3,9,7,8.7,10
201907311850,201907312250,4,47,625,789,Brandenburg,Ostprignitz-Ruppin,51.5,37.2,10,6,11.1,15,18,12,19.4,25
201907311750,201907312350,6,26,635,798,Brandenburg,Ostprignitz-Ruppin,58.9,44.4,5,4,5.5,8,12,10,12.2,16
201907311850,201908010050,6,297,656,805,Brandenburg,Oberhavel,61.8,40.7,4,1,3.3,6,9,5,8.8,13
201907311850,201908010050,6,29,646,801,Brandenburg,Ostprignitz-Ruppin,49.5,40.4,8,3,7.2,10,13,8,13.1,17
201908021150,201908021250,1,19,598,806,Brandenburg,Prignitz,34.5,27.4,11,9,10.7,13,22,18,21.1,25
201908021250,201908021350,1,25,623,738,Brandenburg,Havelland,43.4,30.2,21,14,18.5,26,37,27,34.4,47
201908021150,201908021350,2,9,642,712,Brandenburg,Potsdam-Mittelmark,37.2,30.5,11,9,11.0,14,23,20,23.0,26
201908021250,201908021450,2,13,661,738,Brandenburg,Havelland,51.2,34.7,9,5,7.7,12,16,11,14.2,21
201908021250,201908021450,2,11,641,746,Brandenburg,Havelland,34.7,29.4,7,7,7.2,8,15,14,14.8,16
201908021350,201908021550,2,119,679,731,Berlin,Berlin,50.3,33.0,20,1,10.9,31,30,5,18.4,46
201908031150,201908031350,2,19,717,835,Brandenburg,Uckermark,48.3,35.3,13,9,13.0,17,20,14,20.2,28
201908061650,201908061950,3,26,692,645,Brandenburg,Elbe-Elster,38.8,32.0,9,4,5.7,9,21,11,15.0,21
201908071050,201908071150,1,10,701,764,Brandenburg,Barnim,32.3,24.7,3,3,3.8,5,10,9,10.5,12
201908071750,201908071850,1,48,693,671,Brandenburg,Teltow-Fläming,35.4,26.1,7,2,5.6,9,14,9,12.6,16
201908250350,201908250550,2,71,731,629,Brandenburg,Oberspreewald-Lausitz,72.2,41.4,3,2,2.8,4,7,5,7.1,10
201908250450,201908250650,2,40,734,661,Brandenburg,Oberspreewald-Lausitz,61.3,40.1,3,2,2.5,3,8,5,6.9,8
201908261450,201908261550,1,23,701,621,Brandenburg,Elbe-Elster,31.7,26.3,1,1,1.0,2,4,4,5.4,7
201908261450,201908261650,2,51,699,647,Brandenburg,Dahme-Spreewald,39.7,30.6,3,1,2.2,3,12,6,8.4,12
201908271350,201908271550,2,16,631,711,Brandenburg,Potsdam-Mittelmark,41.2,32.6,2,2,2.4,3,6,6,6.8,8
201908271250,201908271550,3,72,605,811,Brandenburg,Ostprignitz-Ruppin,67.8,41.8,1,0,0.9,1,7,4,5.7,8
201908271550,201908271750,2,30,564,802,Brandenburg,Prignitz,39.8,29.5,1,1,1.0,1,5,5,5.2,6
201908281450,201908281550,1,12,552,795,Brandenburg,Prignitz,35.3,25.9,3,2,3.0,6,8,7,8.3,12
201908281350,201908281550,2,29,558,789,Brandenburg,Prignitz,39.4,29.7,2,1,4.6,13,5,4,8.3,18
201908281450,201908281650,2,78,652,666,Brandenburg,Teltow-Fläming,63.9,36.9,4,2,5.1,10,11,7,11.7,17
201908281850,201908281950,1,14,712,814,Brandenburg,Uckermark,29.8,24.7,0,0,0.0,0,3,3,3.2,4
201908281750,201908281950,2,36,730,818,Brandenburg,Uckermark,40.2,33.5,0,0,0.0,0,3,2,3.2,4
201909011250,201909011350,1,20,763,655,Brandenburg,Spree-Neiße,31.5,23.5,1,1,1.4,2,5,5,5.9,8
201909091250,201909091350,1,36,664,775,Brandenburg,Oberhavel,34.6,26.9,4,3,5.0,6,6,5,7.1,9
202004291750,202004291850,1,11,592,794,Brandenburg,Prignitz,26.4,24.2,5,4,4.2,5,5,5,5.0,5
202006131150,202006131250,1,28,680,696,Brandenburg,Teltow-Fläming,30.5,23.1,2,2,2.2,3,5,4,4.9,6
202006131050,202006131250,2,99,714,688,Brandenburg,Dahme-Spreewald,109.4,52.6,1,1,1.5,2,3,2,3.6,6
202006131250,202006131350,1,54,739,640,Brandenburg,Spree-Neiße,42.6,28.5,5,3,4.5,6,10,8,9.7,12
202006131250,202006131350,1,96,645,756,Brandenburg,Ostprignitz-Ruppin,38.4,28.1,9,5,8.6,13,15,10,15.1,21
202006131550,202006131650,1,24,762,637,Brandenburg,Spree-Neiße,37.2,27.5,5,3,4.7,6,12,8,11.2,14
202006131550,202006131650,1,71,745,649,Brandenburg,Spree-Neiße,48.1,30.6,4,3,4.0,5,8,7,8.7,12
202006131350,202006131650,3,49,758,678,Brandenburg,Spree-Neiße,64.1,39.1,5,4,5.6,7,12,10,13.5,18
202006131450,202006131750,3,99,705,639,Brandenburg,Elbe-Elster,57.5,40.1,5,4,5.9,9,9,8,10.7,14
202006131350,202006131750,4,32,749,685,Brandenburg,Oder-Spree,71.3,45.9,4,4,4.7,6,10,9,10.5,12
202006131350,202006131750,4,16,616,745,Brandenburg,Havelland,41.8,38.5,7,6,7.4,9,12,11,12.8,15
202006131350,202006131750,4,54,611,757,Brandenburg,Ostprignitz-Ruppin,65.3,46.5,11,9,10.6,13,18,16,17.8,21
202006131450,202006131850,4,21,753,697,Brandenburg,Oder-Spree,39.9,35.2,3,3,3.3,4,9,8,9.7,11
202006131450,202006131850,4,164,774,704,Brandenburg,Oder-Spree,70.3,45.1,4,2,4.1,7,9,6,9.7,17
202006131250,202006131850,6,207,697,656,Brandenburg,Teltow-Fläming,77.3,44.4,3,1,2.4,9,7,3,5.5,14
202006131250,202006131850,6,31,769,684,Brandenburg,Oder-Spree,54.6,45.1,7,6,7.0,9,17,13,16.6,20
202006131250,202006131850,6,32,744,706,Brandenburg,Oder-Spree,41.0,36.6,2,2,2.3,3,6,6,7.3,9
202006131050,202006131950,9,3486,652,772,Brandenburg,Ostprignitz-Ruppin,150.8,53.2,2,0,2.3,10,7,1,5.7,18
202006131050,202006131950,9,30,686,798,Brandenburg,Uckermark,56.4,40.7,4,2,3.0,4,9,6,7.9,10
202006132150,202006132350,2,59,675,618,Brandenburg,Elbe-Elster,41.7,31.7,2,1,2.1,3,5,4,5.9,8
202006132250,202006140150,3,15,636,676,Brandenburg,Potsdam-Mittelmark,33.5,30.8,3,2,3.1,4,6,6,6.7,8
202006130950,202006140350,18,81,657,697,Brandenburg,Potsdam-Mittelmark,74.1,57.0,5,2,4.6,6,11,6,9.6,12
202006180950,202006181150,2,9,709,608,Brandenburg,Elbe-Elster,35.2,28.2,3,2,3.6,5,9,7,9.3,12
202006181250,202006181350,1,10,669,626,Brandenburg,Elbe-Elster,28.0,25.1,9,9,11.2,14,18,16,20.1,25
202006181250,202006181450,2,11,674,664,Brandenburg,Teltow-Fläming,33.4,30.7,10,10,10.9,12,17,17,19.3,21
202006181150,202006181450,3,12,680,624,Brandenburg,Elbe-Elster,45.3,36.1,6,4,6.0,9,12,9,11.8,16
202006181050,202006181450,4,51,666,661,Brandenburg,Teltow-Fläming,51.9,39.7,11,7,14.7,22,20,14,25.8,38
202006181350,202006181550,2,38,669,686,Brandenburg,Teltow-Fläming,45.7,31.8,10,6,9.4,13,18,12,17.3,24
202006181450,202006181750,3,262,625,752,Brandenburg,Havelland,62.5,39.9,14,5,11.9,32,27,13,23.5,54
202006181650,202006181950,3,196,565,794,Brandenburg,Prignitz,56.4,35.3,6,6,7.4,14,14,13,16.4,26
